football_data_name,transfermarkt_name,manager,trainer_id,trainer_slug,nationality,start_date,end_date
Antalya,Antalyaspor,José Morais,434,jose-morais,Portugal,2016-01-06,2016-10-06
Antalya,Antalyaspor,Samuel Eto'o,99122,samuel-etoo,Cameroon,2015-12-08,2016-01-05
Antalya,Antalyaspor,Mehmet Uğurlu,43867,mehmet-ugurlu,Türkiye,2015-12-07,2016-01-06
Antalya,Antalyaspor,Hami Mandıralı,7479,hami-mandirali,Türkiye,2014-11-15,2015-02-23
Antalya,Antalyaspor,Engin Korukır,17834,engin-korukir,Türkiye,2014-07-19,2014-11-11
Antalya,Antalyaspor,Yusuf Şimşek,19920,yusuf-simsek,Türkiye,2015-02-27,2015-12-08
Antalya,Antalyaspor,Fuat Çapa,2043,fuat-capa,Türkiye,2014-03-19,2014-06-13
Antalya,Antalyaspor,Samet Aybaba,5002,samet-aybaba,Türkiye,2013-07-01,2014-03-10
Antalya,Antalyaspor,Mehmet Özdilek,815,mehmet-ozdilek,Türkiye,2008-11-07,2013-06-30
Antalya,Antalyaspor,Jozef Jarabinsky,7416,jozef-jarabinsky,Czech Republic,2008-08-18,2008-11-06
Antalya,Antalyaspor,Hikmet Karaman,801,hikmet-karaman,Türkiye,2008-03-31,2008-08-14
Antalya,Antalyaspor,Ümit Turmuş,12423,umit-turmus,Türkiye,2007-12-25,2008-03-28
Antalya,Antalyaspor,Raşit Çetiner,4097,rasit-cetiner,Türkiye,2007-06-26,2007-12-24
Antalya,Antalyaspor,Yılmaz Vural,810,yilmaz-vural,Türkiye,2005-07-01,2007-06-30
Antalya,Antalyaspor,Adnan Gülek,148540,adnan-gulek,Türkiye,2005-03-01,2005-06-30
Antalya,Antalyaspor,Metin Türel,10484,metin-turel,Türkiye,2004-10-12,2005-02-28
Antalya,Antalyaspor,Coşkun Demirbakan,8012,coskun-demirbakan,Türkiye,2003-10-16,2004-10-11
Antalya,Antalyaspor,Tarık Söyleyici,72425,tarik-soyleyici,Türkiye,2002-12-10,2003-10-17
Antalya,Antalyaspor,Adnan Dinçer,63332,adnan-dincer,Türkiye,2002-07-14,2002-11-21
Antalya,Antalyaspor,Giray Bulak,788,giray-bulak,Türkiye,2002-01-02,2002-06-30
Antalya,Antalyaspor,Mehmet Ali Öztürk,67791,mehmet-ali-ozturk,Türkiye,2001-11-23,2002-01-02
Antalya,Antalyaspor,Hüseyin Kalpar,12053,huseyin-kalpar,Türkiye,2001-09-06,2001-11-19
Antalya,Antalyaspor,Cezmi Turhan,67790,cezmi-turhan,Türkiye,2001-08-07,2001-08-31
Antalya,Antalyaspor,Metin Ünal,57844,metin-unal,Türkiye,2000-05-01,2001-07-31
Antalya,Antalyaspor,Rüdiger Abramczik,6206,rudiger-abramczik,Germany,1999-07-01,2000-05-01
Antalya,Antalyaspor,Jozef Jarabinsky,7416,jozef-jarabinsky,Czech Republic,1998-07-01,1999-06-30
Antalya,Antalyaspor,Şenol Güneş,2332,senol-gunes,Türkiye,1997-07-28,1998-06-30
Antalya,Antalyaspor,Metin Ünal,57844,metin-unal,Türkiye,1997-01-29,1997-07-21
Antalya,Antalyaspor,Ümit Kayıhan,802,umit-kayihan,Türkiye,1996-07-01,1997-01-17
Antalya,Antalyaspor,Metin Türel,10484,metin-turel,Türkiye,1995-07-31,1996-06-30
Antalya,Antalyaspor,Ahmet Akcan,4708,ahmet-akcan,Türkiye,1994-12-08,1995-06-30
Antalya,Antalyaspor,Adnan Dinçer,63332,adnan-dincer,Türkiye,1994-05-12,1994-12-16
Antalya,Antalyaspor,Erdem Tuğal,60106,erdem-tugal,Türkiye,1993-08-19,1994-03-22
Antalya,Antalyaspor,Adnan Dinçer,63332,adnan-dincer,Türkiye,1992-06-17,1993-06-30
Antalya,Antalyaspor,Metin Türel,10484,metin-turel,Türkiye,1992-03-05,1992-05-21
Antalya,Antalyaspor,Orhan Gülmez,118244,orhan-gulmez,Türkiye,1991-04-25,1992-03-05
Antalya,Antalyaspor,Necip Erdoğan,60117,necip-erdogan,Türkiye,1990-12-12,1991-06-30
Antalya,Antalyaspor,Yılmaz Vural,810,yilmaz-vural,Türkiye,1988-08-02,1989-06-30
Antalya,Antalyaspor,Valeriu Neagu,60796,valeriu-neagu,Romania,1987-07-01,1988-06-30
Antalya,Antalyaspor,Yılmaz Gökdel,46133,yilmaz-gokdel,Türkiye,1986-11-14,1988-06-30
Antalya,Antalyaspor,Rasim Kara,28492,rasim-kara,Türkiye,1986-10-28,1986-11-14
Antalya,Antalyaspor,Adnan Dinçer,63332,adnan-dincer,Türkiye,1985-01-10,1986-10-28
Antalya,Antalyaspor,Zeynel Soyuer,10483,zeynel-soyuer,Türkiye,1984-09-18,1984-12-17
Antalya,Antalyaspor,Ali Rıza Şenol,154881,ali-riza-senol,Türkiye,1984-07-01,1984-09-17
Antalya,Antalyaspor,Yılmaz Gökdel,46133,yilmaz-gokdel,Türkiye,1983-11-16,1984-06-30
Antalya,Antalyaspor,Peter Stubbe,17499,peter-stubbe,Germany,1983-07-12,1983-11-14
Antalya,Antalyaspor,Orhan Gülmez,118244,orhan-gulmez,Türkiye,1983-04-25,1983-06-30
Antalya,Antalyaspor,Valeriu Neagu,60796,valeriu-neagu,Romania,1982-07-01,1983-04-24
Antalya,Antalyaspor,Orhan Gülmez,118244,orhan-gulmez,Türkiye,1980-12-15,1981-06-30
Antalya,Antalyaspor,Kamuran Soykıray,130496,kamuran-soykiray,Türkiye,1978-07-01,1979-06-12
Antalya,Antalyaspor,Abdullah Matay,72396,abdullah-matay,Türkiye,1976-07-01,1978-06-30
Antalya,Antalyaspor,Serpil Hamdi Tüzün,77975,serpil-hamdi-tuzun,Türkiye,1972-07-01,1973-06-30
Antalya,Antalyaspor,Lefter Küçükandonyadis,128202,lefter-kucukandonyadis,Türkiye,1968-12-01,1969-01-30
Antalya,Antalyaspor,Aleksandar Petaković,114979,aleksandar-petakovic,Serbia,1968-07-01,1968-11-15
Antalyaspor,Antalyaspor,Sami Uğurlu,90166,sami-ugurlu,Türkiye,2026-01-02,
Antalyaspor,Antalyaspor,Alaattin Gülerce,49793,alaattin-gulerce,Türkiye,2025-12-17,2026-01-02
Antalyaspor,Antalyaspor,Erol Bulut,40285,erol-bulut,Türkiye,2025-10-13,2025-12-17
Antalyaspor,Antalyaspor,Emre Belözoğlu,82796,emre-belozoglu,Türkiye,2025-01-17,2025-10-08
Antalyaspor,Antalyaspor,Alex,91297,alex,Brazil,2024-07-01,2025-01-13
Antalyaspor,Antalyaspor,Sergen Yalçın,32128,sergen-yalcin,Türkiye,2024-01-03,2024-06-30
Antalyaspor,Antalyaspor,Nuri Şahin,96813,nuri-sahin,Türkiye,2021-10-05,2023-12-31
Antalyaspor,Antalyaspor,Ersun Yanal,811,ersun-yanal,Türkiye,2020-11-11,2021-10-04
Antalyaspor,Antalyaspor,Tamer Tuna,30988,tamer-tuna,Türkiye,2020-01-15,2020-10-30
Antalyaspor,Antalyaspor,Stjepan Tomas,33374,stjepan-tomas,Croatia,2019-11-20,2020-01-06
Antalyaspor,Antalyaspor,Bülent Korkmaz,4176,bulent-korkmaz,Türkiye,2018-07-01,2019-11-15
Antalyaspor,Antalyaspor,Hamza Hamzaoğlu,8536,hamza-hamzaoglu,Türkiye,2018-01-17,2018-06-30
Antalyaspor,Antalyaspor,David Badia Cequier,56577,david-badia-cequier,Spain,2017-12-08,2018-01-16
Antalyaspor,Antalyaspor,Leonardo,8631,leonardo,Brazil,2017-09-28,2017-12-07
Antalyaspor,Antalyaspor,David Badia Cequier,56577,david-badia-cequier,Spain,2017-09-20,2017-09-27
Antalyaspor,Antalyaspor,Rıza Çalımbay,789,riza-calimbay,Türkiye,2016-10-10,2017-09-19
Antalyaspor,Antalyaspor,José Morais,434,jose-morais,Portugal,2016-01-06,2016-10-06
Antalyaspor,Antalyaspor,Samuel Eto'o,99122,samuel-etoo,Cameroon,2015-12-08,2016-01-05
Antalyaspor,Antalyaspor,Mehmet Uğurlu,43867,mehmet-ugurlu,Türkiye,2015-12-07,2016-01-06
Antalyaspor,Antalyaspor,Hami Mandıralı,7479,hami-mandirali,Türkiye,2014-11-15,2015-02-23
Antalyaspor,Antalyaspor,Engin Korukır,17834,engin-korukir,Türkiye,2014-07-19,2014-11-11
Antalyaspor,Antalyaspor,Yusuf Şimşek,19920,yusuf-simsek,Türkiye,2015-02-27,2015-12-08
Antalyaspor,Antalyaspor,Fuat Çapa,2043,fuat-capa,Türkiye,2014-03-19,2014-06-13
Antalyaspor,Antalyaspor,Samet Aybaba,5002,samet-aybaba,Türkiye,2013-07-01,2014-03-10
Antalyaspor,Antalyaspor,Mehmet Özdilek,815,mehmet-ozdilek,Türkiye,2008-11-07,2013-06-30
Antalyaspor,Antalyaspor,Jozef Jarabinsky,7416,jozef-jarabinsky,Czech Republic,2008-08-18,2008-11-06
Antalyaspor,Antalyaspor,Hikmet Karaman,801,hikmet-karaman,Türkiye,2008-03-31,2008-08-14
Antalyaspor,Antalyaspor,Ümit Turmuş,12423,umit-turmus,Türkiye,2007-12-25,2008-03-28
Antalyaspor,Antalyaspor,Raşit Çetiner,4097,rasit-cetiner,Türkiye,2007-06-26,2007-12-24
Antalyaspor,Antalyaspor,Yılmaz Vural,810,yilmaz-vural,Türkiye,2005-07-01,2007-06-30
Antalyaspor,Antalyaspor,Adnan Gülek,148540,adnan-gulek,Türkiye,2005-03-01,2005-06-30
Antalyaspor,Antalyaspor,Metin Türel,10484,metin-turel,Türkiye,2004-10-12,2005-02-28
Antalyaspor,Antalyaspor,Coşkun Demirbakan,8012,coskun-demirbakan,Türkiye,2003-10-16,2004-10-11
Antalyaspor,Antalyaspor,Tarık Söyleyici,72425,tarik-soyleyici,Türkiye,2002-12-10,2003-10-17
Antalyaspor,Antalyaspor,Adnan Dinçer,63332,adnan-dincer,Türkiye,2002-07-14,2002-11-21
Antalyaspor,Antalyaspor,Giray Bulak,788,giray-bulak,Türkiye,2002-01-02,2002-06-30
Antalyaspor,Antalyaspor,Mehmet Ali Öztürk,67791,mehmet-ali-ozturk,Türkiye,2001-11-23,2002-01-02
Antalyaspor,Antalyaspor,Hüseyin Kalpar,12053,huseyin-kalpar,Türkiye,2001-09-06,2001-11-19
Antalyaspor,Antalyaspor,Cezmi Turhan,67790,cezmi-turhan,Türkiye,2001-08-07,2001-08-31
Antalyaspor,Antalyaspor,Metin Ünal,57844,metin-unal,Türkiye,2000-05-01,2001-07-31
Antalyaspor,Antalyaspor,Rüdiger Abramczik,6206,rudiger-abramczik,Germany,1999-07-01,2000-05-01
Antalyaspor,Antalyaspor,Jozef Jarabinsky,7416,jozef-jarabinsky,Czech Republic,1998-07-01,1999-06-30
Antalyaspor,Antalyaspor,Şenol Güneş,2332,senol-gunes,Türkiye,1997-07-28,1998-06-30
Antalyaspor,Antalyaspor,Metin Ünal,57844,metin-unal,Türkiye,1997-01-29,1997-07-21
Antalyaspor,Antalyaspor,Ümit Kayıhan,802,umit-kayihan,Türkiye,1996-07-01,1997-01-17
Antalyaspor,Antalyaspor,Metin Türel,10484,metin-turel,Türkiye,1995-07-31,1996-06-30
Antalyaspor,Antalyaspor,Ahmet Akcan,4708,ahmet-akcan,Türkiye,1994-12-08,1995-06-30
Antalyaspor,Antalyaspor,Adnan Dinçer,63332,adnan-dincer,Türkiye,1994-05-12,1994-12-16
Antalyaspor,Antalyaspor,Erdem Tuğal,60106,erdem-tugal,Türkiye,1993-08-19,1994-03-22
Antalyaspor,Antalyaspor,Adnan Dinçer,63332,adnan-dincer,Türkiye,1992-06-17,1993-06-30
Antalyaspor,Antalyaspor,Metin Türel,10484,metin-turel,Türkiye,1992-03-05,1992-05-21
Antalyaspor,Antalyaspor,Orhan Gülmez,118244,orhan-gulmez,Türkiye,1991-04-25,1992-03-05
Antalyaspor,Antalyaspor,Necip Erdoğan,60117,necip-erdogan,Türkiye,1990-12-12,1991-06-30
Antalyaspor,Antalyaspor,Yılmaz Vural,810,yilmaz-vural,Türkiye,1988-08-02,1989-06-30
Antalyaspor,Antalyaspor,Valeriu Neagu,60796,valeriu-neagu,Romania,1987-07-01,1988-06-30
Antalyaspor,Antalyaspor,Yılmaz Gökdel,46133,yilmaz-gokdel,Türkiye,1986-11-14,1988-06-30
Antalyaspor,Antalyaspor,Rasim Kara,28492,rasim-kara,Türkiye,1986-10-28,1986-11-14
Antalyaspor,Antalyaspor,Adnan Dinçer,63332,adnan-dincer,Türkiye,1985-01-10,1986-10-28
Antalyaspor,Antalyaspor,Zeynel Soyuer,10483,zeynel-soyuer,Türkiye,1984-09-18,1984-12-17
Antalyaspor,Antalyaspor,Ali Rıza Şenol,154881,ali-riza-senol,Türkiye,1984-07-01,1984-09-17
Antalyaspor,Antalyaspor,Yılmaz Gökdel,46133,yilmaz-gokdel,Türkiye,1983-11-16,1984-06-30
Antalyaspor,Antalyaspor,Peter Stubbe,17499,peter-stubbe,Germany,1983-07-12,1983-11-14
Antalyaspor,Antalyaspor,Orhan Gülmez,118244,orhan-gulmez,Türkiye,1983-04-25,1983-06-30
Antalyaspor,Antalyaspor,Valeriu Neagu,60796,valeriu-neagu,Romania,1982-07-01,1983-04-24
Antalyaspor,Antalyaspor,Orhan Gülmez,118244,orhan-gulmez,Türkiye,1980-12-15,1981-06-30
Antalyaspor,Antalyaspor,Kamuran Soykıray,130496,kamuran-soykiray,Türkiye,1978-07-01,1979-06-12
Antalyaspor,Antalyaspor,Abdullah Matay,72396,abdullah-matay,Türkiye,1976-07-01,1978-06-30
Antalyaspor,Antalyaspor,Serpil Hamdi Tüzün,77975,serpil-hamdi-tuzun,Türkiye,1972-07-01,1973-06-30
Antalyaspor,Antalyaspor,Lefter Küçükandonyadis,128202,lefter-kucukandonyadis,Türkiye,1968-12-01,1969-01-30
Antalyaspor,Antalyaspor,Aleksandar Petaković,114979,aleksandar-petakovic,Serbia,1968-07-01,1968-11-15
Balikesirspor,Balıkesirspor,Zafer Uysal,91727,zafer-uysal,Türkiye,2026-01-10,
Balikesirspor,Balıkesirspor,Cem Kavçak,61439,cem-kavcak,Türkiye,2025-07-14,2026-01-02
Balikesirspor,Balıkesirspor,İsmail Ertekin,17012,ismail-ertekin,Türkiye,2024-11-27,2025-06-30
Balikesirspor,Balıkesirspor,Veyis Kanber,43963,veyis-kanber,Türkiye,2024-10-31,2024-11-20
Balikesirspor,Balıkesirspor,Levent Eriş,2444,levent-eris,Türkiye,2024-07-01,2024-10-22
Balikesirspor,Balıkesirspor,Cem Cambaz,41899,cem-cambaz,Türkiye,2023-11-15,2024-06-30
Balikesirspor,Balıkesirspor,Mehmet Demirtaş,70016,mehmet-demirtas,Türkiye,2023-10-11,2023-11-07
Balikesirspor,Balıkesirspor,Recep Çetin,24586,recep-cetin,Türkiye,2023-07-18,2023-10-09
Balikesirspor,Balıkesirspor,Can Cangök,49550,can-cangok,Türkiye,2023-03-08,2023-06-30
Balikesirspor,Balıkesirspor,Uğur Balcıoğlu,57305,ugur-balcioglu,Türkiye,2022-10-06,2023-03-06
Balikesirspor,Balıkesirspor,Yunus İçuz,83064,yunus-icuz,Türkiye,2022-09-26,2022-10-06
Balikesirspor,Balıkesirspor,Muhammet Yilmaz,37672,muhammet-yilmaz,Türkiye,2022-08-23,2022-09-25
Balikesirspor,Balıkesirspor,Giray Bulak,788,giray-bulak,Türkiye,2021-11-15,2022-04-21
Balikesirspor,Balıkesirspor,Ismet Kamak,51143,ismet-kamak,Türkiye,2021-10-01,2021-11-08
Balikesirspor,Balıkesirspor,Yusuf Şimşek,19920,yusuf-simsek,Türkiye,2021-01-31,2021-09-04
Balikesirspor,Balıkesirspor,Cihat Arslan,5540,cihat-arslan,Türkiye,2020-12-10,2021-02-01
Balikesirspor,Balıkesirspor,Mesut Dilsöz,18041,mesut-dilsoz,Türkiye,2020-09-02,2020-11-29
Balikesirspor,Balıkesirspor,Umut Baysal,81935,umut-baysal,Türkiye,2020-07-03,2020-08-03
Balikesirspor,Balıkesirspor,Yusuf Şimşek,19920,yusuf-simsek,Türkiye,2020-02-07,2020-07-03
Balikesirspor,Balıkesirspor,Ramazan Kurşunlu,65364,ramazan-kursunlu,Türkiye,2019-12-06,2020-02-05
Balikesirspor,Balıkesirspor,Ali Tandoğan,48148,ali-tandogan,Türkiye,2019-07-17,2019-12-03
Balikesirspor,Balıkesirspor,Giray Bulak,788,giray-bulak,Türkiye,2018-01-03,2019-06-30
Balikesirspor,Balıkesirspor,Can Cangök,49550,can-cangok,Türkiye,2016-10-10,2018-01-03
Balikesirspor,Balıkesirspor,Reha Erginer,8750,reha-erginer,Türkiye,2016-03-10,2016-09-23
Balikesirspor,Balıkesirspor,Fikret Yılmaz,19581,fikret-yilmaz,Türkiye,2015-11-11,2016-03-07
Balikesirspor,Balıkesirspor,Erkan Sözeri,19095,erkan-sozeri,Türkiye,2015-07-01,2015-10-05
Balikesirspor,Balıkesirspor,Cihat Arslan,5540,cihat-arslan,Türkiye,2015-04-29,2015-06-30
Balikesirspor,Balıkesirspor,Kemal Özdeş,3106,kemal-ozdes,Türkiye,2014-12-05,2015-04-27
Balikesirspor,Balıkesirspor,İsmail Ertekin,17012,ismail-ertekin,Türkiye,2012-12-13,2014-11-25
Balikesirspor,Balıkesirspor,Mesut Dilsöz,18041,mesut-dilsoz,Türkiye,2011-01-10,2012-12-12
Balikesirspor,Balıkesirspor,Selahaddin Dinçel,13269,selahaddin-dincel,Türkiye,2010-06-15,2010-12-06
Balikesirspor,Balıkesirspor,Ergun Ortakcı,13270,ergun-ortakci,Türkiye,2009-07-09,2010-06-30
Balikesirspor,Balıkesirspor,Özcan Kızıltan,10654,ozcan-kiziltan,Türkiye,2009-01-07,2009-06-04
Balikesirspor,Balıkesirspor,Can Cangök,49550,can-cangok,Türkiye,2008-11-05,2009-01-06
Balikesirspor,Balıkesirspor,Ahmet Kılıç,113226,ahmet-kilic,Türkiye,2008-03-18,2008-06-30
Balikesirspor,Balıkesirspor,Mehmet Demirtaş,70016,mehmet-demirtas,Türkiye,2007-10-17,2008-03-18
Balikesirspor,Balıkesirspor,Okan Atay,81719,okan-atay,Türkiye,2007-02-07,2007-06-30
Balikesirspor,Balıkesirspor,Mehmet Demirtaş,70016,mehmet-demirtas,Türkiye,2006-08-11,2006-10-17
Balikesirspor,Balıkesirspor,Tuncay Soyak,31494,tuncay-soyak,Türkiye,2001-03-29,2001-06-30
Balikesirspor,Balıkesirspor,Fevzi Sevinç,26723,fevzi-sevinc,Türkiye,2000-08-31,2000-11-30
Balikesirspor,Balıkesirspor,Arda Vural,66633,arda-vural,Türkiye,2000-07-30,2000-09-26
Balikesirspor,Balıkesirspor,Can Cangök,49550,can-cangok,Türkiye,1999-11-12,2000-06-30
Balikesirspor,Balıkesirspor,Kamil Doygun,124227,kamil-doygun,Türkiye,1999-07-22,1999-11-10
Balikesirspor,Balıkesirspor,Aydın Hepanıl,87309,aydin-hepanil,Türkiye,1998-11-12,1999-06-30
Balikesirspor,Balıkesirspor,Mahmut Evren,124326,mahmut-evren,Türkiye,1998-09-18,1998-11-12
Balikesirspor,Balıkesirspor,Can Cangök,49550,can-cangok,Türkiye,1998-02-02,1998-09-17
Balikesirspor,Balıkesirspor,Ergun Kantarcı,35026,ergun-kantarci,Türkiye,1997-10-31,1998-01-21
Balikesirspor,Balıkesirspor,Sebahattin Akgül,64789,sebahattin-akgul,Türkiye,1996-12-16,1997-10-30
Balikesirspor,Balıkesirspor,Ertan Öznur,154494,ertan-oznur,Türkiye,1996-10-31,1996-12-13
Balikesirspor,Balıkesirspor,Hüseyin Hamamcı,1108,huseyin-hamamci,Türkiye,1996-07-01,1996-10-22
Balikesirspor,Balıkesirspor,Ergun Kantarcı,35026,ergun-kantarci,Türkiye,1994-11-08,1996-05-31
Balikesirspor,Balıkesirspor,Hasan Yüksel,35468,hasan-yuksel,Türkiye,1994-06-01,1994-11-07
Balikesirspor,Balıkesirspor,Erkan Velioğlu,64080,erkan-velioglu,Türkiye,1993-12-08,1994-04-01
Balikesirspor,Balıkesirspor,Necdet Zorluer,60116,necdet-zorluer,Türkiye,1993-07-01,1993-12-07
Balikesirspor,Balıkesirspor,Nihat Atacan,63302,nihat-atacan,Türkiye,1992-09-15,1992-12-23
Balikesirspor,Balıkesirspor,Sebahattin Akgül,64789,sebahattin-akgul,Türkiye,1992-08-01,1993-06-30
Balikesirspor,Balıkesirspor,Hayri Zabun,123948,hayri-zabun,Türkiye,1992-06-09,1992-09-18
Balikesirspor,Balıkesirspor,Ümit Turmuş,12423,umit-turmus,Türkiye,1991-08-01,1992-06-30
Balikesirspor,Balıkesirspor,Sebahattin Akgül,64789,sebahattin-akgul,Türkiye,1990-09-01,1991-06-30
Balikesirspor,Balıkesirspor,Coşkun Süer,127921,coskun-suer,Türkiye,1988-06-20,1989-06-30
Balikesirspor,Balıkesirspor,Mahmut Evren,124326,mahmut-evren,Türkiye,1987-10-22,1988-06-30
Balikesirspor,Balıkesirspor,Muhterem Ar,137441,muhterem-ar,Türkiye,1986-07-01,1986-11-09
Balikesirspor,Balıkesirspor,Arda Vural,66633,arda-vural,Türkiye,1985-07-01,1985-11-01
Balikesirspor,Balıkesirspor,Muhittin Kıpçak,128115,muhittin-kipcak,Türkiye,1979-07-01,1980-06-30
Balikesirspor,Balıkesirspor,Suat Mamat,136514,suat-mamat,Türkiye,1978-10-01,1979-06-30
Balikesirspor,Balıkesirspor,Doğan Akı,124938,dogan-aki,Türkiye,1977-07-01,1978-06-30
Balikesirspor,Balıkesirspor,Selahattin Torkal,131834,selahattin-torkal,Türkiye,1976-07-01,1977-06-30
Balikesirspor,Balıkesirspor,Selahattin Torkal,131834,selahattin-torkal,Türkiye,1975-03-03,1975-06-30
Balikesirspor,Balıkesirspor,Necdet Oran,66213,necdet-oran,Türkiye,1973-07-01,1974-06-30
Balikesirspor,Balıkesirspor,Suat Mamat,136514,suat-mamat,Türkiye,1972-02-10,1973-06-30
Balikesirspor,Balıkesirspor,Necdet Oran,66213,necdet-oran,Türkiye,1971-11-08,1972-06-30
Balikesirspor,Balıkesirspor,Tamer Güney,71000,tamer-guney,Türkiye,1971-01-09,1971-06-30
Balikesirspor,Balıkesirspor,Recep Adanır,110880,recep-adanir,Türkiye,1970-08-01,1970-12-30
Balikesirspor,Balıkesirspor,Suat Mamat,136514,suat-mamat,Türkiye,1969-07-01,1970-06-30
Balikesirspor,Balıkesirspor,Abdullah Matay,72396,abdullah-matay,Türkiye,1967-07-01,1969-06-30
Balikesirspor,Balıkesirspor,Şükrü Ersoy,90259,sukru-ersoy,Türkiye,1967-03-30,1968-03-22
Besiktas,Beşiktaş JK,Sergen Yalçın,32128,sergen-yalcin,Türkiye,2025-08-30,
Besiktas,Beşiktaş JK,Ole Gunnar Solskjaer,7286,ole-gunnar-solskjaer,Norway,2025-01-19,2025-08-28
Besiktas,Beşiktaş JK,Serdar Topraktepe,88763,serdar-topraktepe,Türkiye,2024-11-30,2025-01-19
Besiktas,Beşiktaş JK,Giovanni van Bronckhorst,20014,giovanni-van-bronckhorst,Netherlands,2024-07-01,2024-11-30
Besiktas,Beşiktaş JK,Serdar Topraktepe,88763,serdar-topraktepe,Türkiye,2024-04-13,2024-06-30
Besiktas,Beşiktaş JK,Fernando Santos,782,fernando-santos,Portugal,2024-01-09,2024-04-13
Besiktas,Beşiktaş JK,Serdar Topraktepe,88763,serdar-topraktepe,Türkiye,2023-12-21,2024-01-09
Besiktas,Beşiktaş JK,Rıza Çalımbay,789,riza-calimbay,Türkiye,2023-11-10,2023-12-21
Besiktas,Beşiktaş JK,Burak Yılmaz,117405,burak-yilmaz,Türkiye,2023-10-06,2023-11-10
Besiktas,Beşiktaş JK,Şenol Güneş,2332,senol-gunes,Türkiye,2022-10-28,2023-10-06
Besiktas,Beşiktaş JK,Valérien Ismaël,12871,valerien-ismael,France,2022-03-25,2022-10-26
Besiktas,Beşiktaş JK,Önder Karaveli,38319,onder-karaveli,Türkiye,2022-01-13,2022-03-25
Besiktas,Beşiktaş JK,Önder Karaveli,38319,onder-karaveli,Türkiye,2021-12-09,2022-01-13
Besiktas,Beşiktaş JK,Sergen Yalçın,32128,sergen-yalcin,Türkiye,2020-01-29,2021-12-09
Besiktas,Beşiktaş JK,Abdullah Avcı,5078,abdullah-avci,Türkiye,2019-07-03,2020-01-29
Besiktas,Beşiktaş JK,Şenol Güneş,2332,senol-gunes,Türkiye,2015-07-01,2019-06-30
Besiktas,Beşiktaş JK,Slaven Bilic,3598,slaven-bilic,Croatia,2013-07-01,2015-06-30
Besiktas,Beşiktaş JK,Samet Aybaba,5002,samet-aybaba,Türkiye,2012-07-01,2013-06-30
Besiktas,Beşiktaş JK,Tayfur Havutçu,7877,tayfur-havutcu,Türkiye,2012-04-04,2012-06-30
Besiktas,Beşiktaş JK,Carlos Carvalhal,1588,carlos-carvalhal,Portugal,2011-08-02,2012-04-02
Besiktas,Beşiktaş JK,Tayfur Havutçu,7877,tayfur-havutcu,Türkiye,2011-03-17,2011-06-30
Besiktas,Beşiktaş JK,Bernd Schuster,555,bernd-schuster,Germany,2010-07-01,2011-03-15
Besiktas,Beşiktaş JK,Mustafa Denizli,7875,mustafa-denizli,Türkiye,2008-10-09,2010-06-30
Besiktas,Beşiktaş JK,Ertuğrul Sağlam,2019,ertugrul-saglam,Türkiye,2007-07-06,2008-10-14
Besiktas,Beşiktaş JK,Tayfur Havutçu,7877,tayfur-havutcu,Türkiye,2007-05-15,2007-05-26
Besiktas,Beşiktaş JK,Jean Tigana,258,jean-tigana,France,2005-11-01,2007-05-15
Besiktas,Beşiktaş JK,Rıza Çalımbay,789,riza-calimbay,Türkiye,2005-01-28,2005-10-31
Besiktas,Beşiktaş JK,Vicente del Bosque,40,vicente-del-bosque,Spain,2004-07-01,2005-01-27
Besiktas,Beşiktaş JK,Mircea Lucescu,805,mircea-lucescu,Romania,2002-08-06,2004-05-16
Besiktas,Beşiktaş JK,Christoph Daum,38,christoph-daum,Germany,2001-03-07,2002-06-30
Besiktas,Beşiktaş JK,Nevio Scala,693,nevio-scala,Italy,2000-07-01,2001-03-06
Besiktas,Beşiktaş JK,Hans-Peter Briegel,24,hans-peter-briegel,Germany,1999-09-16,2000-06-30
Besiktas,Beşiktaş JK,Karl-Heinz Feldkamp,62,karl-heinz-feldkamp,Germany,1999-03-18,1999-08-13
Besiktas,Beşiktaş JK,Fuat Yaman,5212,fuat-yaman,Türkiye,1999-02-24,1999-03-17
Besiktas,Beşiktaş JK,John Toshack,1825,john-toshack,Wales,1997-07-01,1999-02-23
Besiktas,Beşiktaş JK,Rasim Kara,28492,rasim-kara,Türkiye,1996-07-02,1997-06-30
Besiktas,Beşiktaş JK,Christoph Daum,38,christoph-daum,Germany,1994-01-07,1996-06-30
Besiktas,Beşiktaş JK,Gordon Milne,9455,gordon-milne,England,1987-07-01,1993-12-31
Besiktas,Beşiktaş JK,Milos Milutinovic,23247,milos-milutinovic,Serbia,1986-07-01,1987-06-30
Besiktas,Beşiktaş JK,Branko Stankovic,22946,branko-stankovic,Serbia,1984-07-01,1986-06-30
Besiktas,Beşiktaş JK,Ziya Taner,72921,ziya-taner,Türkiye,1984-04-19,1984-06-30
Besiktas,Beşiktaş JK,Djordje Milic,28493,djordje-milic,Serbia,1980-11-04,1984-04-19
Besiktas,Beşiktaş JK,Metin Türel,10484,metin-turel,Türkiye,1980-08-01,1980-09-30
Besiktas,Beşiktaş JK,Serpil Hamdi Tüzün,77975,serpil-hamdi-tuzun,Türkiye,1979-06-08,1980-06-16
Besiktas,Beşiktaş JK,Doğan Andaç,57147,dogan-andac,Türkiye,1978-06-02,1979-06-16
Besiktas,Beşiktaş JK,Milos Milutinovic,23247,milos-milutinovic,Serbia,1977-09-20,1978-06-30
