football_data_name,transfermarkt_name,manager,trainer_id,nationality,date_of_birth,start_date,end_date,age_at_appointment,experience_clubs_before,experience_years_before
Denizlispor,Denizlispor,Halil Güngördü,61776,Türkiye,1943-01-09,1982-07-01,1982-10-11,39.5,3,2.6
Denizlispor,Denizlispor,Melih Garipler,84631,Türkiye,1941-03-27,1981-07-01,1982-06-30,40.3,0,0.0
Denizlispor,Denizlispor,Mustafa Özkula,136078,Türkiye,,1979-02-01,1980-08-30,,3,5.6
Denizlispor,Denizlispor,Kadri Aytaç,61728,Türkiye,1931-08-06,1969-09-09,1971-04-06,38.1,1,0.2
Diyarbakirspor,Diyarbakırspor,Aytekin Yıldırım,73534,Türkiye,1984-01-01,2025-12-03,2026-02-12,41.9,14,13.2
Diyarbakirspor,Diyarbakırspor,Aytekin Yıldırım,73534,Türkiye,1984-01-01,2024-09-01,2025-06-30,40.7,13,11.9
Diyarbakirspor,Diyarbakırspor,Faruk Türk,36761,Türkiye,1970-04-20,2023-12-12,2024-06-30,53.6,7,16.4
Diyarbakirspor,Diyarbakırspor,Ramazan Erin,37709,Türkiye,1971-02-05,2021-11-19,2022-03-02,50.8,7,15.2
Diyarbakirspor,Diyarbakırspor,Oktay Kahraman,109508,Türkiye,1980-09-01,2021-11-01,2021-12-28,41.2,5,6.3
Diyarbakirspor,Diyarbakırspor,Hüseyin Kaya,72409,Türkiye,1976-07-01,2021-09-01,2021-11-17,45.2,1,2.0
Diyarbakirspor,Diyarbakırspor,Erol Yeşilbaş,98469,Türkiye,1971-12-20,2021-06-01,2021-07-31,49.4,4,11.3
Diyarbakirspor,Diyarbakırspor,Seyithan Özdaş,22847,Türkiye,1964-01-01,2021-03-13,2021-06-30,57.2,18,17.6
Diyarbakirspor,Diyarbakırspor,Murat Yiğiter,5213,Türkiye,1971-05-08,2021-03-01,2021-03-12,49.8,4,9.3
Diyarbakirspor,Diyarbakırspor,Aytekin Yıldırım,73534,Türkiye,1984-01-01,2019-11-08,2020-08-03,35.9,11,7.1
Diyarbakirspor,Diyarbakırspor,Rafet İyem,99800,Türkiye,1960-01-01,2012-12-14,2013-02-07,53.0,9,21.4
Diyarbakirspor,Diyarbakırspor,Enver Aylak,81835,Türkiye,1965-02-01,2012-09-05,2012-12-14,47.6,2,8.0
Diyarbakirspor,Diyarbakırspor,Levent Numanoğlu,22912,Türkiye,1956-03-06,2012-02-01,2012-06-30,55.9,11,17.6
Diyarbakirspor,Diyarbakırspor,Ali Ravci,21788,Türkiye,1973-01-01,2011-11-10,2012-01-23,38.9,4,3.0
Diyarbakirspor,Diyarbakırspor,Murat Yiğiter,5213,Türkiye,1971-05-08,2011-10-28,2012-01-23,40.5,0,0.0
Diyarbakirspor,Diyarbakırspor,Recep Bayık,20965,Türkiye,1955-03-13,2011-09-05,2011-10-31,56.5,12,18.1
Diyarbakirspor,Diyarbakırspor,Kemal Zeydan,18468,Türkiye,1966-08-02,2011-03-24,2011-06-30,44.6,0,0.0
Diyarbakirspor,Diyarbakırspor,Engin Korukır,17834,Türkiye,1958-06-13,2010-11-05,2010-12-29,52.4,14,14.0
Diyarbakirspor,Diyarbakırspor,Suat Kaya,2849,Türkiye,1967-08-26,2010-07-01,2010-10-25,42.8,0,
Diyarbakirspor,Diyarbakırspor,Güvenç Kurtar,804,Türkiye,1950-07-25,2010-03-01,2010-04-27,59.6,14,23.7
Diyarbakirspor,Diyarbakırspor,Ziya Doğan,795,Türkiye,1961-01-01,2009-07-31,2010-02-23,48.6,12,16.0
Diyarbakirspor,Diyarbakırspor,Coşkun Demirbakan,8012,Türkiye,1954-11-10,2008-08-29,2009-06-30,53.8,13,17.0
Diyarbakirspor,Diyarbakırspor,Mustafa Uğur,2446,Türkiye,1963-01-19,2008-01-23,2008-10-24,45.0,7,10.5
Diyarbakirspor,Diyarbakırspor,Suat Demir,87481,Türkiye,1957-01-01,2007-09-13,2008-01-23,50.7,5,12.6
Diyarbakirspor,Diyarbakırspor,Bahri Kaya,17749,Türkiye,1957-06-10,2006-11-09,2007-06-30,49.4,10,14.0
Diyarbakirspor,Diyarbakırspor,Recep Bayık,20965,Türkiye,1955-03-13,2006-09-07,2006-11-09,51.5,11,13.1
Diyarbakirspor,Diyarbakırspor,Levent Eriş,2444,Türkiye,1962-09-17,2006-07-31,2006-08-31,43.9,0,
Diyarbakirspor,Diyarbakırspor,Faruk Hadzibegic,1540,Bosnia-Herzegovina,1957-10-07,2006-03-15,2006-05-15,48.4,5,10.7
Diyarbakirspor,Diyarbakırspor,Nenad Bijedic,2609,Bosnia-Herzegovina,1959-09-24,2005-10-06,2006-03-10,46.0,8,11.1
Diyarbakirspor,Diyarbakırspor,Hüseyin Kalpar,12053,Türkiye,1955-02-25,2005-07-07,2005-09-27,50.4,9,11.0
Diyarbakirspor,Diyarbakırspor,Oğuz Çetin,1652,Türkiye,1963-02-15,2005-01-10,2005-06-30,41.9,4,4.5
Diyarbakirspor,Diyarbakırspor,Ümit Kayıhan,802,Türkiye,1954-02-28,2004-07-01,2004-12-31,50.3,16,15.7
Diyarbakirspor,Diyarbakırspor,Sakıp Özberk,814,Türkiye,1945-05-01,2003-08-04,2004-06-30,58.3,14,19.1
Diyarbakirspor,Diyarbakırspor,Ümit Kayıhan,802,Türkiye,1954-02-28,2002-09-19,2003-06-30,48.6,14,13.9
Diyarbakirspor,Diyarbakırspor,Hüseyin Kalpar,12053,Türkiye,1955-02-25,2001-11-22,2002-09-11,46.7,5,7.4
Diyarbakirspor,Diyarbakırspor,Yılmaz Vural,810,Türkiye,1953-01-01,2001-06-26,2001-11-22,48.5,0,
Diyarbakirspor,Diyarbakırspor,Güvenç Kurtar,804,Türkiye,1950-07-25,2001-01-26,2001-06-30,50.5,7,14.6
Diyarbakirspor,Diyarbakırspor,Bahri Kaya,17749,Türkiye,1957-06-10,2000-08-09,2001-01-22,43.2,6,7.7
Diyarbakirspor,Diyarbakırspor,Coşkun Demirbakan,8012,Türkiye,1954-11-10,1999-08-10,2000-06-30,44.7,6,7.9
Diyarbakirspor,Diyarbakırspor,İlyas Sazalan,64081,Türkiye,1949-02-12,1999-03-25,1999-06-30,50.1,10,6.6
Diyarbakirspor,Diyarbakırspor,Rafet İyem,99800,Türkiye,1960-01-01,1999-01-20,1999-04-01,39.1,5,7.5
Diyarbakirspor,Diyarbakırspor,Necdet Zorluer,60116,Türkiye,1945-03-16,1998-10-09,1999-03-24,53.6,13,18.1
Diyarbakirspor,Diyarbakırspor,Ergun Kantarcı,35026,Türkiye,1946-11-01,1998-07-01,1998-10-09,51.7,14,19.0
Diyarbakirspor,Diyarbakırspor,Ümit Kayıhan,802,Türkiye,1954-02-28,1997-10-16,1998-06-30,43.6,8,9.0
Diyarbakirspor,Diyarbakırspor,Enver Katip,65201,Türkiye,1944-07-25,1997-01-14,1997-03-07,52.5,19,20.5
Diyarbakirspor,Diyarbakırspor,Ömer Kaner,60114,Türkiye,1951-05-21,1996-03-21,1996-06-30,44.8,11,10.7
Diyarbakirspor,Diyarbakırspor,Suat Demir,87481,Türkiye,1957-01-01,1995-01-25,1995-06-30,38.1,0,0.0
Diyarbakirspor,Diyarbakırspor,Yücel İldiz,5204,Türkiye,1953-06-04,1994-07-01,1995-03-29,41.1,4,4.0
Diyarbakirspor,Diyarbakırspor,Mehmet Emin Sevmiş,123141,Türkiye,1945-01-01,1992-01-01,1994-06-30,47.0,2,5.0
Diyarbakirspor,Diyarbakırspor,Yücel İldiz,5204,Türkiye,1953-06-04,1991-07-27,1991-09-18,38.1,1,1.1
Diyarbakirspor,Diyarbakırspor,Enver Ürekli,134086,Türkiye,,1989-04-17,1989-12-30,,0,
Diyarbakirspor,Diyarbakırspor,Mehmet Emin Sevmiş,123141,Türkiye,1945-01-01,1988-01-01,1988-06-30,43.0,1,1.0
Diyarbakirspor,Diyarbakırspor,Ilie Datcu,108768,Romania,1937-07-20,1987-07-14,1987-12-30,50.0,9,11.0
Diyarbakirspor,Diyarbakırspor,Mehmet Emin Sevmiş,123141,Türkiye,1945-01-01,1987-01-10,1987-06-30,42.0,0,0.0
Diyarbakirspor,Diyarbakırspor,Hüseyin Hamamcı,1108,Türkiye,1951-01-01,1986-11-05,1986-12-29,35.8,1,5.3
Diyarbakirspor,Diyarbakırspor,Yılmaz Gökdel,46133,Türkiye,1940-02-20,1986-07-01,1986-11-06,46.4,12,14.0
Diyarbakirspor,Diyarbakırspor,Fevzi Zemzem,69791,Türkiye,1941-07-04,1985-07-01,1986-06-30,44.0,5,9.4
Diyarbakirspor,Diyarbakırspor,Cahit Kargı,142123,Türkiye,1929-03-01,1982-03-15,1982-06-30,53.0,1,13.7
Diyarbakirspor,Diyarbakırspor,Doğan Andaç,57147,Türkiye,1923-07-01,1981-09-20,1982-03-15,58.2,7,13.2
Diyarbakirspor,Diyarbakırspor,Turan Ağalday,87566,Türkiye,1938-04-03,1980-07-01,1981-09-14,42.2,2,7.0
Diyarbakirspor,Diyarbakırspor,Çetin Güler,99553,Türkiye,1940-06-26,1979-11-08,1980-03-16,39.4,4,5.3
Diyarbakirspor,Diyarbakırspor,Tamer Güney,71000,Türkiye,1936-01-06,1979-07-01,1979-10-02,43.5,10,11.0
Diyarbakirspor,Diyarbakırspor,Abdulah Gegic,26216,Serbia,1924-03-19,1979-04-02,1979-06-30,55.0,18,17.8
Diyarbakirspor,Diyarbakırspor,Candan Dumanlı,62237,Türkiye,1939-01-07,1978-07-01,1979-03-12,39.5,0,2.9
Diyarbakirspor,Diyarbakırspor,Doğan Andaç,57147,Türkiye,1923-07-01,1977-07-01,1978-06-01,54.0,4,9.0
Diyarbakirspor,Diyarbakırspor,Zeynel Soyuer,10483,Türkiye,1939-12-15,1976-07-01,1977-06-30,36.5,2,4.0
Elazigspor,Elaziğspor,Erkan Sözeri,19095,Türkiye,1966-05-19,2026-02-17,,59.8,0,
Elazigspor,Elaziğspor,Adem Çağlayan,63841,Türkiye,1981-11-19,2025-12-04,2026-02-16,44.0,0,
Elazigspor,Elaziğspor,Mustafa Sarıgül,71386,Türkiye,1972-07-10,2025-10-01,2025-12-02,53.2,0,
Elazigspor,Elaziğspor,Fırat Gül,68495,Türkiye,1984-07-09,2025-03-29,2025-09-30,40.7,0,
Elazigspor,Elaziğspor,Bülent Yenihayat,49296,Türkiye,1975-09-21,2023-10-10,2025-03-27,48.1,0,
Elazigspor,Elaziğspor,Selahaddin Dinçel,13269,Türkiye,1975-09-01,2023-06-22,2023-10-02,47.8,0,
Elazigspor,Elaziğspor,Alaettin Tutaş,38320,Türkiye,1965-09-18,2023-02-03,2023-06-30,57.4,14,20.0
Elazigspor,Elaziğspor,Cüneyt Biçer,26603,Türkiye,1975-11-27,2022-11-17,2023-02-02,47.0,0,
Elazigspor,Elaziğspor,Ramazan Çelik,86361,Türkiye,1984-06-25,2022-07-22,2022-11-16,38.1,0,
Elazigspor,Elaziğspor,Alaettin Tutaş,38320,Türkiye,1965-09-18,2022-02-19,2022-06-30,56.4,13,19.1
Elazigspor,Elaziğspor,Cafer Aydın,19092,Türkiye,1971-11-17,2021-09-22,2022-02-15,49.8,0,
Elazigspor,Elaziğspor,Kenan Kamac,96492,Türkiye,1964-01-29,2021-09-02,2021-09-21,57.6,1,4.2
Elazigspor,Elaziğspor,Cafer Aydın,19092,Türkiye,1971-11-17,2021-02-22,2021-06-30,49.3,0,
Elazigspor,Elaziğspor,Ümit Tekoğlu,88319,Türkiye,1975-07-31,2021-01-04,2021-02-18,45.4,4,7.5
Elazigspor,Elaziğspor,Orhan Kaynak,22388,Türkiye,1970-03-01,2020-11-04,2020-12-31,50.7,9,12.3
Elazigspor,Elaziğspor,Levent Eriş,2444,Türkiye,1962-09-17,2019-11-01,2020-10-29,57.1,0,
Elazigspor,Elaziğspor,Sefer Yılmaz,22411,Türkiye,1969-01-22,2019-04-25,2019-10-30,50.3,16,14.7
Elazigspor,Elaziğspor,Serhat Gülpınar,56137,Türkiye,1979-01-01,2019-03-06,2019-04-22,40.2,0,
Elazigspor,Elaziğspor,Erhan Altın,9012,Türkiye,1956-08-28,2019-02-13,2019-03-03,62.5,8,10.1
Elazigspor,Elaziğspor,Orhan Kaynak,22388,Türkiye,1970-03-01,2018-08-08,2019-01-24,48.4,7,10.1
Elazigspor,Elaziğspor,Muammer Sürmeli,60149,Türkiye,1973-07-30,2018-04-13,2018-05-31,44.7,4,6.7
Elazigspor,Elaziğspor,Hüseyin Kalpar,12053,Türkiye,1955-02-25,2017-11-07,2018-04-12,62.7,22,23.4
Elazigspor,Elaziğspor,Mehmet Altıparmak,5195,Türkiye,1969-05-01,2017-07-14,2017-11-03,48.2,0,
Elazigspor,Elaziğspor,Bayram Bektaş,30871,Türkiye,1974-02-10,2016-11-17,2017-06-30,42.8,0,
Elazigspor,Elaziğspor,Ogün Temizkanoğlu,10917,Türkiye,1969-10-06,2016-03-04,2016-11-10,46.4,3,8.6
Elazigspor,Elaziğspor,Coşkun Demirbakan,8012,Türkiye,1954-11-10,2016-01-21,2016-03-04,61.2,20,24.4
Elazigspor,Elaziğspor,İbrahim Üzülmez,43477,Türkiye,1974-03-10,2015-11-19,2015-12-31,41.7,0,
Elazigspor,Elaziğspor,Bayram Bektaş,30871,Türkiye,1974-02-10,2015-04-24,2015-11-12,41.2,0,
Elazigspor,Elaziğspor,Ümit Özat,10719,Türkiye,1976-10-30,2014-08-15,2015-04-30,37.8,4,5.1
Elazigspor,Elaziğspor,Okan Buruk,23531,Türkiye,1973-10-19,2013-10-30,2014-06-30,40.0,0,
Elazigspor,Elaziğspor,Trond Sollied,1097,Norway,1959-04-29,2013-06-24,2013-10-27,54.2,10,21.5
Elazigspor,Elaziğspor,Yılmaz Vural,810,Türkiye,1953-01-01,2012-10-18,2013-06-30,59.8,0,
Elazigspor,Elaziğspor,Bülent Uygun,5014,Türkiye,1971-08-01,2012-03-30,2012-10-08,40.7,4,6.7
Elazigspor,Elaziğspor,Hüsnü Özkara,2022,Türkiye,1955-01-25,2011-10-14,2012-03-30,56.7,23,21.3
Elazigspor,Elaziğspor,Osman Özköylü,9284,Türkiye,1971-08-26,2010-07-01,2011-10-11,38.8,0,
Elazigspor,Elaziğspor,Şaban Yıldırım,30992,Türkiye,1970-01-25,2009-12-04,2010-06-30,39.9,0,
Elazigspor,Elaziğspor,Yavuz İncedal,3679,Türkiye,1961-08-25,2009-10-15,2009-12-01,48.1,0,
Elazigspor,Elaziğspor,Ömer Faruk Gökçe,35830,Türkiye,1962-07-27,2009-08-28,2009-10-14,47.1,2,6.9
Elazigspor,Elaziğspor,Hasan Özer,32366,Türkiye,1974-10-01,2008-12-05,2009-04-13,34.2,0,0.0
Elazigspor,Elaziğspor,Mustafa Aksu,17006,Türkiye,1959-07-01,2008-08-29,2008-12-05,49.2,9,16.5
Elazigspor,Elaziğspor,Şerafettin Tutaş,6371,Türkiye,1955-02-05,2008-04-09,2008-06-30,53.2,12,16.1
Elazigspor,Elaziğspor,Adnan Şentürk,16989,Türkiye,1958-12-19,2008-02-22,2008-04-08,49.2,0,
Elazigspor,Elaziğspor,Ümit Erol Tok,5211,Türkiye,1951-10-08,2007-08-22,2008-02-19,55.9,6,9.1
Elazigspor,Elaziğspor,Mehmet Şahan,13282,Türkiye,1958-01-01,2006-10-20,2007-06-30,48.8,13,15.2
Elazigspor,Elaziğspor,Şerafettin Tutaş,6371,Türkiye,1955-02-05,2006-08-16,2006-10-19,51.5,10,14.5
Elazigspor,Elaziğspor,Adnan Şentürk,16989,Türkiye,1958-12-19,2006-01-19,2006-06-30,47.1,0,
Elazigspor,Elaziğspor,Ekrem Al,8914,Türkiye,1955-01-01,2005-08-24,2006-01-17,50.6,12,12.0
Elazigspor,Elaziğspor,Mustafa Aksu,17006,Türkiye,1959-07-01,2005-02-10,2005-06-30,45.6,7,13.0
Elazigspor,Elaziğspor,Kemal Kılıç,10144,Türkiye,1956-04-25,2004-11-17,2005-02-07,48.6,0,
Elazigspor,Elaziğspor,Ahmet Gül,86448,Türkiye,1946-08-06,2004-11-09,2004-11-17,58.3,12,22.1
Elazigspor,Elaziğspor,Mehmet Şahan,13282,Türkiye,1958-01-01,2004-08-23,2004-10-21,46.6,11,13.0
Elazigspor,Elaziğspor,Güvenç Kurtar,804,Türkiye,1950-07-25,2003-10-31,2004-06-30,53.3,9,17.3
Elazigspor,Elaziğspor,Milorad Mitrovic,10481,Serbia,1949-01-31,2003-09-05,2003-10-23,54.6,21,30.2
Elazigspor,Elaziğspor,Ümit Turmuş,12423,Türkiye,1960-06-21,2003-07-25,2003-09-02,43.1,11,12.0
Elazigspor,Elaziğspor,Milorad Mitrovic,10481,Serbia,1949-01-31,2003-04-22,2003-06-30,54.2,19,29.8
Elazigspor,Elaziğspor,Ümit Erol Tok,5211,Türkiye,1951-10-08,2002-09-11,2003-04-08,50.9,3,4.2
Elazigspor,Elaziğspor,Giray Bulak,788,Türkiye,1958-03-09,2002-07-10,2002-09-11,44.3,11,11.8
Elazigspor,Elaziğspor,Ümit Erol Tok,5211,Türkiye,1951-10-08,2001-07-02,2002-06-30,49.7,2,3.0
Elazigspor,Elaziğspor,Şerafettin Tutaş,6371,Türkiye,1955-02-05,2001-04-06,2001-06-30,46.2,5,9.1
Elazigspor,Elaziğspor,İlyas Tüfekçi,10372,Türkiye,1960-02-03,2001-01-23,2001-03-22,41.0,11,7.0
Elazigspor,Elaziğspor,Hüseyin Hamamcı,1108,Türkiye,1951-01-01,2000-07-17,2001-01-23,49.5,14,19.0
Elazigspor,Elaziğspor,Erkan Kural,61073,Türkiye,1936-06-17,2000-04-27,2000-06-30,63.9,23,24.8
Elazigspor,Elaziğspor,Mustafa Aksu,17006,Türkiye,1959-07-01,1999-10-14,2000-04-26,40.3,5,7.7
Elazigspor,Elaziğspor,Hayri Obüs,76081,Türkiye,1951-02-28,1999-07-09,1999-10-11,48.4,6,9.0
Elazigspor,Elaziğspor,Ömer Kaner,60114,Türkiye,1951-05-21,1999-04-16,1999-06-30,47.9,17,13.8
Elazigspor,Elaziğspor,Ali Kemal Denizci,61063,Türkiye,1950-03-01,1998-07-13,1999-01-27,48.4,13,10.6
Elazigspor,Elaziğspor,Necip Erdoğan,60117,Türkiye,1948-03-19,1998-02-27,1998-06-30,49.9,7,11.8
Elazigspor,Elaziğspor,Adnan Dinçer,63332,Türkiye,,1998-02-05,1998-02-20,,0,
Elazigspor,Elaziğspor,Nevzat Sipal,57205,Türkiye,,1997-07-14,1998-02-03,,0,
Elazigspor,Elaziğspor,Kamuran Yavuz,62729,Türkiye,1947-12-30,1997-03-21,1997-06-30,49.2,10,8.7
Elazigspor,Elaziğspor,Ahmet Gül,86448,Türkiye,1946-08-06,1997-01-21,1997-03-20,50.5,8,14.3
Elazigspor,Elaziğspor,Erkan Kural,61073,Türkiye,1936-06-17,1995-07-01,1996-11-19,59.0,19,20.0
Elazigspor,Elaziğspor,Timuçin Çuğ,136113,Türkiye,1951-09-14,1994-07-01,1995-04-14,42.8,6,7.0
Elazigspor,Elaziğspor,Mustafa Aksu,17006,Türkiye,1959-07-01,1993-08-01,1994-06-30,34.1,1,1.5
Elazigspor,Elaziğspor,Şerafettin Tutaş,6371,Türkiye,1955-02-05,1992-11-13,1993-06-30,37.8,1,0.7
Elazigspor,Elaziğspor,Mehmet Ekşi,61781,Türkiye,1953-04-01,1991-08-28,1992-06-30,38.4,2,2.1
Elazigspor,Elaziğspor,Cevdet Soyluoğlu,84715,Türkiye,1935-01-01,1990-11-20,1991-06-30,55.9,8,17.9
Elazigspor,Elaziğspor,Ahmet Gül,86448,Türkiye,1946-08-06,1988-04-11,1990-06-30,41.7,5,5.5
Elazigspor,Elaziğspor,Ahmet Gül,86448,Türkiye,1946-08-06,1986-03-05,1986-10-28,39.6,2,3.4
Elazigspor,Elaziğspor,Celal Genç,87715,Türkiye,1940-03-01,1983-07-01,1984-06-30,43.3,6,11.0
Elazigspor,Elaziğspor,Ahmet Gül,86448,Türkiye,1946-08-06,1982-10-20,1984-07-15,36.2,0,0.0
Elazigspor,Elaziğspor,Fehmi Kuş,124342,Türkiye,1949-01-02,1982-07-01,1982-10-13,33.5,3,7.0
Elazigspor,Elaziğspor,Celal Genç,87715,Türkiye,1940-03-01,1980-07-01,1981-06-30,40.3,3,8.0
Elazigspor,Elaziğspor,Cevdet Soyluoğlu,84715,Türkiye,1935-01-01,1977-07-01,1979-06-30,42.5,1,4.6
Elazigspor,Elaziğspor,Fethi Demircan,45901,Türkiye,1938-06-20,1973-07-01,1973-12-30,35.0,0,0.0
Erciyesspor,Kayseri Erciyesspor,Ertuğrul Seçme,34457,Türkiye,,2017-08-25,2018-06-30,,0,
Erciyesspor,Kayseri Erciyesspor,Mustafa Şimşek Özkeş,37671,Türkiye,1963-08-18,2016-09-01,2017-06-30,53.0,10,20.0
Erciyesspor,Kayseri Erciyesspor,Sait Karafırtınalar,19341,Türkiye,1969-01-01,2016-03-14,2016-06-30,47.2,0,
Erciyesspor,Kayseri Erciyesspor,Timuçin Bayazit,43227,Türkiye,1972-10-26,2015-10-16,2016-03-09,43.0,5,5.9
Erciyesspor,Kayseri Erciyesspor,Alaaddin Demirözü,31290,Türkiye,1962-04-08,2015-08-13,2015-11-11,53.3,10,11.1
Erciyesspor,Kayseri Erciyesspor,Fatih Tekke,29046,Türkiye,1977-09-09,2015-04-02,2015-06-30,37.6,0,
Erciyesspor,Kayseri Erciyesspor,Mehmet Özdilek,815,Türkiye,1966-04-01,2015-01-22,2015-03-25,48.8,8,11.0
Erciyesspor,Kayseri Erciyesspor,Uğur Tütüneker,2492,Türkiye,1963-08-02,2014-12-05,2015-01-21,51.3,13,16.4
Erciyesspor,Kayseri Erciyesspor,Bülent Korkmaz,4176,Türkiye,1968-11-24,2014-07-30,2014-11-25,45.7,8,8.9
Erciyesspor,Kayseri Erciyesspor,Hikmet Karaman,801,Türkiye,1960-03-09,2013-12-23,2014-07-08,53.8,0,
Erciyesspor,Kayseri Erciyesspor,Fuat Çapa,2043,Türkiye,1968-08-15,2013-08-06,2013-12-23,45.0,12,13.1
Erciyesspor,Kayseri Erciyesspor,Osman Özköylü,9284,Türkiye,1971-08-26,2012-07-01,2013-06-30,40.8,0,
Erciyesspor,Kayseri Erciyesspor,Kemalettin Şentürk,13023,Türkiye,1970-02-09,2012-01-01,2012-06-30,41.9,4,3.2
Erciyesspor,Kayseri Erciyesspor,Fikret Yılmaz,19581,Türkiye,1957-08-01,2011-07-01,2012-01-03,53.9,2,2.4
Erciyesspor,Kayseri Erciyesspor,Ergün Penbe,8208,Türkiye,1972-05-17,2011-03-02,2011-06-30,38.8,0,
Erciyesspor,Kayseri Erciyesspor,Ercüment Şahin,40845,Türkiye,1968-10-01,2010-08-19,2011-03-01,41.9,7,6.1
Erciyesspor,Kayseri Erciyesspor,Zekeriya Altıparmak,14476,Türkiye,1963-11-26,2010-01-22,2011-03-02,46.2,5,12.4
Erciyesspor,Kayseri Erciyesspor,Mustafa Altındağ,10449,Türkiye,1957-06-13,2009-08-05,2009-12-07,52.1,18,20.1
Erciyesspor,Kayseri Erciyesspor,Osman Yozgat,9303,Türkiye,1962-07-01,2009-02-13,2009-06-30,46.6,0,0.0
Erciyesspor,Kayseri Erciyesspor,Mustafa Uğur,2446,Türkiye,1963-01-19,2008-10-24,2009-02-13,45.8,7,11.3
Erciyesspor,Kayseri Erciyesspor,Mehmet Bulut,5198,Türkiye,1958-02-05,2007-08-03,2008-10-23,49.5,10,15.0
Erciyesspor,Kayseri Erciyesspor,Bülent Korkmaz,4176,Türkiye,1968-11-24,2007-01-16,2007-06-30,38.1,1,1.4
Erciyesspor,Kayseri Erciyesspor,Werner Lorant,144,Germany,1948-11-21,2006-10-05,2007-01-12,57.9,10,19.8
Erciyesspor,Kayseri Erciyesspor,Mustafa Uğur,2446,Türkiye,1963-01-19,2004-07-23,2006-10-03,41.5,4,7.0
Erciyesspor,Kayseri Erciyesspor,Oğuz Çetin,1652,Türkiye,1963-02-15,2004-01-21,2004-06-30,40.9,2,3.5
Erciyesspor,Kayseri Erciyesspor,Levent Eriş,2444,Türkiye,1962-09-17,2003-06-17,2004-01-21,40.7,0,
Erciyesspor,Kayseri Erciyesspor,Mustafa Çapanoğlu,8010,Türkiye,1956-01-01,2003-04-15,2003-06-17,47.3,9,10.7
Erciyesspor,Kayseri Erciyesspor,Adnan Özbağcı,41897,Türkiye,1961-10-27,2002-11-07,2003-04-14,41.0,5,11.3
Erciyesspor,Kayseri Erciyesspor,Celal Kıprızlı,19319,Türkiye,1950-04-28,2002-07-01,2002-11-08,52.2,8,14.5
Erciyesspor,Kayseri Erciyesspor,Mustafa Şimşek Özkeş,37671,Türkiye,1963-08-18,2002-05-10,2002-06-30,38.7,1,5.7
Erciyesspor,Kayseri Erciyesspor,Hüsnü Özkara,2022,Türkiye,1955-01-25,2001-12-24,2002-05-10,46.9,12,11.5
Erciyesspor,Kayseri Erciyesspor,Fuat Yaman,5212,Türkiye,1958-12-05,2001-10-11,2002-01-15,42.9,4,6.8
Erciyesspor,Kayseri Erciyesspor,Hüsnü Özkara,2022,Türkiye,1955-01-25,2001-03-02,2001-06-30,46.1,9,10.7
Erciyesspor,Kayseri Erciyesspor,Kemal Kılıç,10144,Türkiye,1956-04-25,2000-09-19,2001-02-26,44.4,0,
Erciyesspor,Kayseri Erciyesspor,Mustafa Uğur,2446,Türkiye,1963-01-19,2000-03-28,2000-09-20,37.2,2,2.7
Erciyesspor,Kayseri Erciyesspor,Ömer Kaner,60114,Türkiye,1951-05-21,1999-07-09,2000-03-28,48.1,18,14.0
Erciyesspor,Kayseri Erciyesspor,Mustafa Çapanoğlu,8010,Türkiye,1956-01-01,1999-03-18,1999-06-30,43.2,4,6.6
Erciyesspor,Kayseri Erciyesspor,Kemal Kılıç,10144,Türkiye,1956-04-25,1998-07-01,1999-03-09,42.2,0,
Erciyesspor,Kayseri Erciyesspor,Gheorghe Mulțescu,5429,Romania,1951-11-13,1997-06-01,1998-06-30,45.5,5,10.9
Erciyesspor,Kayseri Erciyesspor,Samet Aybaba,5002,Türkiye,1955-02-03,1996-01-02,1997-06-30,40.9,3,5.5
Erciyesspor,Kayseri Erciyesspor,Raşit Çetiner,4097,Türkiye,1959-09-10,1995-10-25,1995-12-18,36.1,4,6.3
Erciyesspor,Kayseri Erciyesspor,Nevzat Güzelırmak,60737,Türkiye,1942-01-01,1994-11-24,1995-10-25,52.9,16,18.3
Erciyesspor,Kayseri Erciyesspor,Kamuran Yavuz,62729,Türkiye,1947-12-30,1994-07-01,1994-11-22,46.5,6,6.0
Erciyesspor,Kayseri Erciyesspor,Samet Aybaba,5002,Türkiye,1955-02-03,1993-01-21,1994-06-30,38.0,1,2.6
Erciyesspor,Kayseri Erciyesspor,Tınaz Tırpan,25611,Türkiye,1939-04-28,1992-07-01,1993-01-21,53.2,10,13.0
Erciyesspor,Kayseri Erciyesspor,Nevzat Güzelırmak,60737,Türkiye,1942-01-01,1991-06-19,1992-06-30,49.5,13,14.9
Erciyesspor,Kayseri Erciyesspor,Enver Ürekli,134086,Türkiye,,1988-07-01,1989-03-06,,0,
Erciyesspor,Kayseri Erciyesspor,Halil Güngördü,61776,Türkiye,1943-01-09,1988-07-01,1988-09-12,45.5,9,8.6
Erciyesspor,Kayseri Erciyesspor,Feridun Köse,61283,Türkiye,1944-10-24,1988-03-01,1989-06-30,43.4,0,3.7
Erciyesspor,Kayseri Erciyesspor,Fehmi Kuş,124342,Türkiye,1949-01-02,1987-07-01,1988-11-08,38.5,7,12.0
Erciyesspor,Kayseri Erciyesspor,Candan Dumanlı,62237,Türkiye,1939-01-07,1986-07-01,1987-06-30,47.5,7,10.9
